Datetime;Branch;Gender;Age;NPS;CSI;Loyalty;CES;Account Opening;ATM Service;Mobile Banking;Internet Banking;Customer Service;Loan Application;Complaint Handling;Branch Cleanliness;Staff Friendliness;Transaction Speed;Improvement_Feedback
22/01/2025 22.37;Babakan Madang;Female;44;7;3;4;4;4;4;4;3;4;4;4;4;4;4;overall good
26/01/2025 07.32;Ciawi;Male;35;0;3;4;3;4;3;4;5;4;3;4;4;3;4;overall good
03/01/2025 22.52;Dramaga;Female;50;7;4;4;4;4;4;5;4;5;5;5;4;4;4;overall good
24/01/2025 19.12;Caringin;Male;46;9;4;4;4;4;3;4;4;4;4;5;4;5;3;overall good
30/01/2025 12.43;Babakan Madang;Female;25;2;4;4;4;5;3;4;3;3;5;4;3;4;5;overall good
19/01/2025 11.47;Tanah Sareal;Male;25;10;3;4;4;3;3;4;4;4;3;3;3;3;4;overall good
05/01/2025 19.33;Kemang;Female;54;10;4;5;4;4;5;4;4;4;3;4;5;3;4;overall good
21/01/2025 21.04;Bogor Selatan;Male;62;7;4;4;4;4;4;3;5;4;4;4;5;4;4;overall good
20/01/2025 08.33;Babakan Madang;Female;35;10;4;4;4;3;4;3;3;3;3;5;4;5;3;overall good
13/01/2025 08.58;Gunung Putri;Male;27;10;3;4;4;4;4;4;4;5;3;4;4;3;4;overall good
04/01/2025 06.12;Bojonggede;Female;30;8;4;4;4;5;4;4;4;4;4;3;4;4;4;overall good
19/01/2025 02.09;Bogor Timur;Male;26;9;4;4;4;3;4;4;4;3;4;3;4;5;3;overall good
06/01/2025 22.24;Tanah Sareal;Female;56;10;4;3;3;4;3;3;4;4;4;3;4;3;4;overall good
21/01/2025 12.45;Gunung Putri;Male;43;6;4;3;4;3;3;4;4;4;3;4;4;4;3;overall good
06/01/2025 00.42;Bogor Barat;Female;39;8;4;4;3;4;5;4;3;4;4;4;3;4;4;overall good
11/01/2025 21.15;Sukaraja;Male;53;10;4;4;4;3;4;4;4;4;4;4;4;3;4;overall good
06/01/2025 13.51;Bogor Selatan;Female;43;2;4;4;4;5;4;4;4;4;4;4;4;4;4;overall good
28/01/2025 05.34;Cileungsi;Male;57;10;4;4;4;4;4;3;3;4;4;3;4;4;4;overall good
02/01/2025 06.35;Kemang;Female;60;4;3;3;3;4;3;5;5;3;3;4;4;3;2;improve Transaction Speed
02/01/2025 09.43;Kemang;Male;63;2;4;4;4;3;2;4;3;3;4;4;4;3;4;improve ATM Service
17/01/2025 11.55;Baranangsiang;Female;38;2;3;3;4;4;4;3;4;3;4;4;3;3;4;overall good
28/01/2025 11.48;Bojonggede;Male;21;9;4;4;3;4;5;4;4;4;4;4;5;4;4;overall good
05/01/2025 10.54;Leuwiliang;Female;25;9;4;4;3;4;3;3;3;3;4;3;3;2;3;improve Staff Friendliness
17/01/2025 13.10;Ciawi;Male;34;10;4;3;3;4;3;4;3;4;4;4;4;4;4;overall good
28/01/2025 13.17;Baranangsiang;Female;44;10;4;4;4;3;3;3;3;3;4;3;4;4;3;overall good
08/01/2025 15.23;Kemang;Male;26;1;4;4;4;4;4;3;3;4;4;4;3;4;4;overall good
22/01/2025 12.15;Kemang;Female;24;8;4;4;4;3;4;4;4;4;4;4;3;3;4;overall good
14/01/2025 06.15;Gunung Putri;Male;52;8;4;4;4;4;4;5;3;5;5;5;4;4;3;overall good
06/01/2025 09.11;Yasmin;Female;53;10;4;4;3;3;4;3;4;3;4;3;3;4;4;overall good
26/01/2025 13.55;Dramaga;Male;64;3;3;4;4;4;4;3;4;3;3;3;4;4;4;overall good
01/01/2025 08.57;Dramaga;Female;23;9;3;3;3;2;3;3;4;2;3;3;4;4;4;improve Account Opening, Customer Service
07/01/2025 15.53;Yasmin;Male;40;6;3;3;4;4;4;4;4;3;3;4;3;4;3;overall good
25/01/2025 03.29;Cileungsi;Female;39;9;4;4;4;3;4;5;4;3;4;4;4;5;4;overall good
25/01/2025 06.50;Gunung Putri;Male;32;9;4;4;4;4;4;5;5;4;4;5;5;5;5;overall good
20/01/2025 06.37;Cijeruk;Female;63;0;4;4;3;4;3;4;4;4;3;4;4;4;4;overall good
16/01/2025 04.44;Bogor Barat;Male;48;9;3;4;3;5;4;3;3;4;4;4;4;3;5;overall good
15/01/2025 01.18;Sukaraja;Female;48;8;4;4;4;4;3;5;4;4;3;4;4;4;4;overall good
09/01/2025 08.14;Bogor Selatan;Male;46;10;4;4;4;5;5;5;3;4;3;4;4;5;4;overall good
05/01/2025 06.40;Kemang;Female;50;2;3;3;4;2;3;2;3;4;3;3;3;3;4;improve Account Opening, Mobile Banking
26/01/2025 10.27;Gunung Putri;Male;27;10;4;2;3;3;4;3;3;3;3;3;3;3;4;overall good
17/01/2025 11.33;Bogor Timur;Female;46;5;4;5;3;3;4;3;3;3;4;4;4;4;3;overall good
25/01/2025 18.45;Cibinong;Male;42;0;3;3;4;4;3;3;3;4;4;3;4;4;3;overall good
18/01/2025 01.03;Bogor Selatan;Female;54;10;5;4;4;4;4;4;4;4;4;5;4;4;4;overall good
10/01/2025 13.50;Tanah Sareal;Male;36;10;4;4;4;4;4;4;4;3;5;4;4;3;4;overall good
09/01/2025 14.23;Baranangsiang;Female;59;9;4;4;3;3;4;4;3;5;3;4;4;4;4;overall good
28/01/2025 09.40;Caringin;Male;50;8;4;4;5;4;4;5;4;4;4;4;4;3;4;overall good
16/01/2025 08.19;Kemang;Female;41;5;4;4;4;4;5;4;4;5;4;5;3;5;4;overall good
31/01/2025 15.37;Tanah Sareal;Male;49;10;3;4;3;3;4;4;4;4;3;3;5;3;5;overall good
25/01/2025 15.05;Dramaga;Female;38;8;4;4;4;4;4;4;4;4;4;4;5;4;4;overall good
03/01/2025 18.16;Bogor Timur;Male;40;7;3;3;3;3;3;3;4;3;3;4;3;4;3;overall good
30/01/2025 20.32;Bojonggede;Female;39;9;4;4;4;3;3;3;4;3;3;4;3;3;4;overall good
22/01/2025 19.58;Kemang;Male;53;7;3;4;4;4;4;5;3;4;3;3;3;3;4;overall good
25/01/2025 08.08;Sukaraja;Female;62;10;4;4;4;5;5;5;3;3;4;5;4;3;5;overall good
05/02/2025 02.15;Tanah Sareal;Male;24;10;4;3;4;4;4;4;2;3;3;4;4;4;3;improve Internet Banking
22/02/2025 06.01;Ciawi;Female;62;9;4;5;4;4;3;3;4;4;4;3;4;5;4;overall good
18/02/2025 15.58;Babakan Madang;Male;54;7;4;3;4;4;4;3;3;5;4;5;4;3;4;overall good
03/02/2025 13.00;Bojonggede;Female;39;10;4;4;3;4;5;4;4;4;4;4;3;4;4;overall good
14/02/2025 19.03;Ciomas;Male;25;10;4;4;3;4;3;4;3;4;4;4;3;3;4;overall good
08/02/2025 07.11;Cileungsi;Female;63;4;4;3;3;3;4;3;3;4;4;5;3;4;4;overall good
17/02/2025 23.34;Ciomas;Male;26;7;4;3;4;4;4;4;3;3;3;4;3;3;4;overall good
07/02/2025 06.14;Dramaga;Female;62;3;3;3;3;3;4;3;3;3;4;3;3;4;3;overall good
16/02/2025 22.42;Kemang;Male;26;10;4;4;4;3;5;4;4;4;4;5;3;4;4;overall good
21/02/2025 13.18;Tanah Sareal;Female;63;7;4;4;3;4;3;4;4;4;3;3;4;3;3;overall good
09/02/2025 18.01;Ciawi;Male;44;10;4;5;4;4;4;4;3;4;4;3;4;4;3;overall good
10/02/2025 07.42;Yasmin;Female;42;3;4;4;4;4;4;4;4;4;5;4;5;4;4;overall good
05/02/2025 21.50;Cibinong;Male;29;10;4;3;3;3;4;4;4;2;5;4;3;4;4;improve Customer Service
02/02/2025 19.58;Ciawi;Female;55;4;4;3;3;3;3;4;4;4;4;4;3;4;3;overall good
08/02/2025 11.43;Ciomas;Male;60;10;3;4;4;4;4;3;4;3;4;3;3;4;4;overall good
09/02/2025 00.52;Baranangsiang;Female;32;6;4;3;3;4;4;4;3;3;2;4;3;4;4;improve Loan Application
22/02/2025 13.31;Babakan Madang;Male;23;7;3;4;3;4;3;3;2;4;3;3;4;4;3;improve Internet Banking
12/02/2025 08.37;Kemang;Female;39;8;4;3;4;4;4;3;3;3;4;4;4;3;3;overall good
10/02/2025 10.02;Cijeruk;Male;36;10;4;5;4;4;3;3;4;5;5;5;5;4;4;overall good
23/02/2025 09.53;Bojonggede;Female;64;3;4;4;4;4;5;5;4;4;4;4;4;3;5;overall good
08/02/2025 20.48;Dramaga;Male;45;8;4;3;4;3;3;4;3;4;3;4;3;3;3;overall good
03/02/2025 12.47;Yasmin;Female;59;10;5;4;4;3;3;4;3;3;4;4;4;4;4;overall good
26/02/2025 01.04;Caringin;Male;44;7;4;4;4;4;4;4;4;4;4;4;4;4;5;overall good
14/02/2025 05.49;Bogor Selatan;Female;39;9;5;4;4;3;4;4;4;4;4;4;4;4;4;overall good
05/02/2025 10.51;Babakan Madang;Male;53;10;4;4;4;3;5;3;4;4;4;4;4;4;4;overall good
21/02/2025 03.23;Cibinong;Female;49;0;4;5;4;4;4;4;4;4;5;4;5;4;4;overall good
19/02/2025 17.54;Bogor Barat;Male;46;7;4;4;4;5;4;4;4;4;4;4;4;3;5;overall good
05/02/2025 19.26;Bogor Timur;Female;44;10;4;4;3;4;4;4;4;4;4;3;3;3;4;overall good
23/02/2025 22.26;Ciomas;Male;30;10;3;4;4;4;5;4;5;4;4;5;5;3;4;overall good
04/02/2025 20.18;Tanah Sareal;Female;51;9;4;4;3;4;3;4;3;4;4;4;2;4;4;improve Branch Cleanliness
27/02/2025 15.24;Bogor Tengah;Male;37;9;4;3;4;4;4;3;3;4;4;3;3;4;4;overall good
12/02/2025 12.52;Kemang;Female;54;8;3;4;3;3;2;4;4;3;4;4;4;3;4;improve ATM Service
23/02/2025 04.34;Dramaga;Male;28;10;3;3;4;3;4;4;4;3;3;3;3;4;3;overall good
27/02/2025 00.32;Bogor Timur;Female;28;3;3;4;4;3;4;3;4;4;3;4;3;4;3;overall good
07/02/2025 23.16;Bogor Tengah;Male;61;7;4;4;4;4;4;5;4;3;4;4;4;3;4;overall good
12/02/2025 16.16;Dramaga;Female;48;10;4;4;4;4;4;4;4;4;4;3;3;4;4;overall good
26/02/2025 09.54;Sukaraja;Male;47;9;4;5;4;4;4;4;4;4;4;4;4;5;5;overall good
25/02/2025 15.04;Bojonggede;Female;25;4;4;4;4;4;4;4;2;4;4;5;4;3;4;improve Internet Banking
03/02/2025 02.43;Ciawi;Male;56;10;4;4;4;3;4;3;4;4;4;3;4;4;3;overall good
18/02/2025 08.02;Leuwiliang;Female;44;9;4;3;4;4;4;4;4;4;4;3;4;4;4;overall good
17/02/2025 03.24;Bogor Timur;Male;43;9;4;4;4;3;4;3;3;4;4;3;3;4;3;overall good
09/02/2025 11.59;Tanah Sareal;Female;23;10;3;3;4;3;2;3;3;2;3;4;3;3;3;improve ATM Service, Customer Service
07/02/2025 13.06;Babakan Madang;Male;65;7;3;3;3;3;3;3;3;3;2;2;4;3;3;improve Loan Application, Complaint Handling
03/02/2025 03.02;Bogor Timur;Female;50;9;3;3;3;3;4;4;3;4;2;4;3;4;3;improve Loan Application
26/02/2025 00.27;Yasmin;Male;23;10;4;4;4;4;4;4;4;4;4;4;5;5;4;overall good
10/02/2025 06.39;Leuwiliang;Female;55;9;4;4;4;3;4;4;4;5;4;4;4;4;4;overall good
17/02/2025 02.43;Dramaga;Male;43;0;4;3;4;4;4;3;5;4;4;5;5;5;5;overall good
20/02/2025 10.03;Cileungsi;Female;28;8;4;4;4;3;3;4;3;4;4;4;4;5;5;overall good
25/02/2025 02.07;Babakan Madang;Male;45;9;3;3;3;3;4;3;4;4;4;3;4;4;3;overall good
13/02/2025 22.45;Caringin;Female;44;4;4;4;4;3;3;3;4;3;4;3;3;4;4;overall good
27/02/2025 11.31;Bogor Timur;Male;48;9;3;3;4;4;4;3;3;4;3;3;4;4;4;overall good
15/02/2025 08.26;Dramaga;Female;41;10;3;4;3;4;4;4;4;4;4;4;3;3;4;overall good
09/02/2025 02.09;Dramaga;Male;49;3;3;4;3;4;4;3;4;3;4;4;3;4;3;overall good
22/02/2025 02.44;Babakan Madang;Female;43;10;4;5;4;3;3;4;4;4;4;4;4;4;3;overall good
04/02/2025 15.25;Cileungsi;Male;61;0;4;4;4;4;3;4;4;3;4;3;4;4;4;overall good
02/02/2025 12.16;Leuwiliang;Female;44;7;4;4;4;4;4;5;4;4;3;4;5;4;4;overall good
02/02/2025 16.32;Tanah Sareal;Male;59;8;4;4;4;4;5;3;4;4;4;4;4;4;5;overall good
18/02/2025 13.56;Tanah Sareal;Female;25;10;4;4;4;3;4;4;3;5;4;4;4;5;4;overall good
22/02/2025 20.11;Leuwiliang;Male;57;9;4;4;4;3;5;4;4;4;3;4;3;5;3;overall good
28/02/2025 20.40;Bojonggede;Female;44;7;3;4;3;3;4;4;4;4;5;5;3;4;4;overall good
14/02/2025 12.41;Tanah Sareal;Male;54;8;3;4;4;4;4;3;4;5;4;4;4;4;4;overall good
25/02/2025 05.25;Cibinong;Female;28;9;3;4;3;3;3;3;4;3;3;4;3;3;4;overall good
13/02/2025 16.59;Ciawi;Male;45;0;4;3;4;4;3;4;4;4;4;4;5;3;4;overall good
24/02/2025 20.17;Cileungsi;Female;49;10;4;4;5;4;4;4;3;3;3;3;5;4;4;overall good
22/02/2025 22.40;Yasmin;Male;28;9;4;4;4;5;4;4;4;4;4;4;4;4;4;overall good
16/02/2025 12.20;Baranangsiang;Female;49;6;4;4;3;4;4;4;3;3;4;3;3;4;4;overall good
15/02/2025 13.28;Bojonggede;Male;25;8;4;4;4;4;4;4;4;4;4;3;4;4;4;overall good
18/02/2025 13.10;Baranangsiang;Female;65;6;3;3;4;4;3;4;4;4;3;4;4;5;3;overall good
07/02/2025 17.48;Ciawi;Male;35;9;4;4;4;4;5;4;3;4;3;4;4;4;4;overall good
23/02/2025 16.34;Cibinong;Female;52;10;4;3;3;4;3;3;3;4;5;3;3;4;4;overall good
04/02/2025 04.36;Cijeruk;Male;29;7;4;4;4;4;3;4;4;3;5;4;4;4;4;overall good
24/02/2025 05.41;Dramaga;Female;46;5;3;4;3;3;4;3;3;3;4;4;4;4;3;overall good
07/02/2025 02.00;Ciawi;Male;47;7;4;4;3;3;4;4;4;4;3;3;3;4;3;overall good
26/02/2025 02.46;Ciomas;Female;62;10;3;5;3;4;4;4;4;5;4;3;4;4;5;overall good
27/02/2025 18.18;Bojonggede;Male;29;6;4;3;4;3;3;4;4;4;3;3;3;4;4;overall good
22/02/2025 00.02;Sukaraja;Female;32;1;3;3;3;3;3;3;3;3;5;4;3;4;4;overall good
08/02/2025 10.16;Ciawi;Male;24;4;4;5;4;3;5;5;5;4;5;4;5;3;4;overall good
17/02/2025 19.08;Dramaga;Female;31;9;4;3;4;4;4;4;4;3;4;3;4;4;4;overall good
10/02/2025 12.42;Ciawi;Male;39;2;3;4;3;3;4;4;3;3;3;4;4;3;4;overall good
26/02/2025 21.32;Cijeruk;Female;38;10;4;3;3;4;4;3;4;3;4;3;4;4;4;overall good
09/02/2025 07.27;Bogor Timur;Male;53;7;4;4;4;4;4;4;4;4;3;4;4;4;4;overall good
02/02/2025 09.03;Kemang;Female;59;9;3;3;3;3;4;3;4;3;3;3;4;3;2;improve Transaction Speed
28/02/2025 23.59;Bogor Timur;Male;23;6;3;3;3;3;4;3;4;2;3;2;3;3;3;improve Customer Service, Complaint Handling
02/02/2025 11.17;Cileungsi;Female;62;10;4;4;3;5;4;4;5;3;3;3;4;4;4;overall good
24/02/2025 10.40;Caringin;Male;61;8;4;5;4;4;4;4;5;5;5;5;4;4;3;overall good
04/02/2025 13.01;Cibinong;Female;64;10;4;4;4;3;4;4;4;3;4;3;3;4;4;overall good
23/02/2025 13.06;Bogor Barat;Male;31;10;4;3;4;3;4;3;3;3;4;3;4;3;3;overall good
16/02/2025 12.01;Yasmin;Female;42;2;3;4;3;4;4;4;4;4;4;3;3;3;3;overall good
25/02/2025 23.59;Bojonggede;Male;46;10;4;4;4;4;4;4;4;4;4;3;4;4;4;overall good
06/02/2025 22.44;Cijeruk;Female;27;10;4;4;3;3;3;4;3;4;4;3;3;3;3;overall good
03/02/2025 10.57;Cileungsi;Male;49;9;4;4;4;3;4;4;4;4;4;5;4;4;4;overall good
13/02/2025 01.15;Dramaga;Female;45;3;4;4;4;4;4;5;4;4;4;3;4;4;4;overall good
16/02/2025 04.20;Baranangsiang;Male;41;5;3;3;4;3;5;4;3;4;3;2;4;4;4;improve Complaint Handling
25/02/2025 05.05;Yasmin;Female;31;8;3;4;4;3;3;4;4;4;4;4;4;4;3;overall good
25/02/2025 12.53;Dramaga;Male;52;10;4;3;3;4;4;4;4;4;4;5;4;4;4;overall good
03/02/2025 08.41;Babakan Madang;Female;36;10;4;5;4;4;5;4;4;4;5;5;5;5;4;overall good
14/02/2025 20.55;Bogor Barat;Male;39;8;3;5;4;3;4;3;4;4;4;4;3;4;4;overall good
07/02/2025 12.02;Cijeruk;Female;21;3;4;3;4;3;4;4;4;4;4;4;3;4;4;overall good
03/02/2025 04.42;Cileungsi;Male;44;8;4;3;3;3;4;3;4;5;4;5;4;4;3;overall good
18/02/2025 14.22;Leuwiliang;Female;24;7;3;4;4;3;3;3;4;4;3;4;3;4;4;overall good
27/02/2025 16.37;Cijeruk;Male;39;10;4;4;4;4;4;3;4;4;4;4;5;4;4;overall good
07/02/2025 05.54;Cileungsi;Female;60;0;3;4;4;4;4;3;3;3;4;5;4;4;4;overall good
28/02/2025 01.55;Bogor Selatan;Male;46;10;4;3;4;4;4;3;4;5;3;3;4;4;3;overall good
25/02/2025 06.37;Bojonggede;Female;30;10;3;3;2;3;4;4;3;3;3;3;4;3;3;overall good
23/02/2025 23.57;Bogor Barat;Male;23;10;4;5;4;4;4;4;3;4;3;4;4;3;5;overall good
16/02/2025 22.06;Ciawi;Female;50;9;5;4;5;4;5;5;5;5;4;4;4;4;5;overall good
17/02/2025 07.54;Kemang;Male;41;10;3;4;3;3;4;4;3;4;3;4;4;3;3;overall good
24/02/2025 01.17;Ciawi;Female;53;8;4;4;4;4;3;4;3;4;4;3;5;4;3;overall good
21/02/2025 05.18;Bogor Tengah;Male;44;9;4;4;4;4;4;4;3;4;5;4;4;4;3;overall good
02/02/2025 07.02;Sukaraja;Female;40;5;3;3;3;3;3;4;3;3;3;3;4;3;3;overall good
03/02/2025 11.49;Kemang;Male;51;9;4;4;3;3;4;4;4;4;3;4;3;5;3;overall good
08/02/2025 04.10;Sukaraja;Female;51;10;3;4;4;3;4;4;4;3;3;4;4;4;4;overall good
10/02/2025 06.16;Cibinong;Male;23;7;3;5;4;4;3;4;3;4;4;4;4;3;4;overall good
21/02/2025 01.08;Bogor Tengah;Female;49;9;5;4;4;4;5;3;4;3;3;4;4;4;4;overall good
04/02/2025 00.33;Yasmin;Male;47;10;5;5;5;5;5;5;5;5;5;4;5;5;5;overall good
24/02/2025 05.20;Tanah Sareal;Female;54;10;5;4;4;3;4;4;4;4;4;4;4;4;5;overall good
23/02/2025 07.32;Ciawi;Male;45;9;3;4;4;4;4;4;4;3;4;4;3;3;4;overall good
24/02/2025 12.06;Cijeruk;Female;42;8;3;4;3;3;2;4;3;5;3;3;3;4;3;improve ATM Service
11/02/2025 21.59;Yasmin;Male;36;10;4;3;3;3;4;4;4;5;5;4;3;4;4;overall good
24/02/2025 17.43;Dramaga;Female;39;5;3;3;3;3;4;4;3;4;3;3;4;3;4;overall good
14/02/2025 23.17;Ciomas;Male;51;10;3;3;3;2;4;3;3;2;3;3;3;2;2;improve Account Opening, Customer Service, Staff Friendliness, Transaction Speed
20/02/2025 03.39;Bogor Selatan;Female;57;8;4;3;4;4;4;4;3;4;4;3;4;4;2;improve Transaction Speed
04/02/2025 20.04;Bojonggede;Male;30;10;4;5;4;5;5;4;4;5;3;5;4;5;4;overall good
11/02/2025 09.18;Bojonggede;Female;49;8;4;3;4;4;4;5;4;4;4;4;3;5;4;overall good
07/02/2025 15.56;Yasmin;Male;55;10;4;5;5;4;5;4;3;4;5;4;5;3;3;overall good
12/02/2025 18.29;Bogor Selatan;Female;60;7;4;4;4;4;4;4;4;4;5;3;5;4;3;overall good
12/02/2025 07.16;Bogor Barat;Male;63;1;4;5;5;4;4;5;4;5;3;4;4;5;5;overall good
05/02/2025 21.08;Bogor Barat;Female;27;10;4;3;4;5;4;5;4;3;4;4;4;4;4;overall good
20/02/2025 18.04;Tanah Sareal;Male;21;1;4;4;4;4;3;4;3;3;3;3;3;3;4;overall good
14/02/2025 22.39;Caringin;Female;51;6;3;4;3;4;4;4;4;4;3;5;4;4;4;overall good
28/02/2025 20.54;Ciomas;Male;39;7;4;5;4;4;4;4;3;3;4;3;4;4;3;overall good
02/02/2025 19.27;Cibinong;Female;55;6;3;4;3;4;4;4;4;4;3;3;3;3;4;overall good
02/02/2025 18.20;Baranangsiang;Male;47;1;3;4;4;3;4;4;4;3;4;5;4;3;4;overall good
02/02/2025 19.39;Leuwiliang;Female;52;10;4;4;4;3;4;4;3;4;3;4;4;5;3;overall good
17/02/2025 06.21;Bogor Tengah;Male;40;7;3;3;4;4;4;4;3;3;3;3;3;4;3;overall good
26/02/2025 10.52;Dramaga;Female;50;4;4;4;4;4;4;3;4;4;4;4;4;3;4;overall good
14/02/2025 05.52;Caringin;Male;29;3;4;4;3;4;3;4;3;4;3;3;3;4;3;overall good
13/02/2025 11.44;Yasmin;Female;28;10;4;4;4;4;4;5;4;5;5;4;3;4;4;overall good
28/02/2025 13.30;Baranangsiang;Male;21;8;4;4;4;5;4;4;5;4;4;4;5;5;4;overall good
21/02/2025 18.18;Yasmin;Female;32;8;4;3;4;5;3;3;3;4;4;4;3;4;3;overall good
09/02/2025 23.17;Ciawi;Male;41;9;4;3;3;5;4;4;4;4;4;3;4;4;3;overall good
01/02/2025 07.57;Tanah Sareal;Female;51;9;4;4;3;5;4;4;4;3;5;4;4;4;4;overall good
17/02/2025 00.02;Cileungsi;Male;45;10;4;4;3;3;4;2;4;3;4;4;4;4;3;improve Mobile Banking
13/02/2025 16.43;Dramaga;Female;58;7;5;4;5;4;5;4;4;5;5;4;4;4;4;overall good
23/02/2025 14.13;Bojonggede;Male;65;9;3;4;4;4;4;4;5;4;4;3;4;4;3;overall good
06/02/2025 16.47;Dramaga;Female;31;10;4;4;3;4;4;4;4;4;4;4;3;5;4;overall good
07/02/2025 11.37;Dramaga;Male;44;7;4;4;4;3;4;3;3;5;4;3;3;4;3;overall good
21/02/2025 04.29;Caringin;Female;30;8;3;4;4;3;4;3;4;4;4;4;4;3;4;overall good
11/02/2025 14.28;Cijeruk;Male;51;6;3;4;4;4;4;3;4;4;4;4;4;3;3;overall good
26/02/2025 12.15;Cibinong;Female;64;7;4;4;3;3;4;4;4;3;4;3;3;3;3;overall good
28/02/2025 09.18;Babakan Madang;Male;54;0;3;4;4;3;4;3;4;4;4;4;4;3;4;overall good
10/02/2025 19.31;Bogor Selatan;Female;24;4;4;5;4;5;4;5;4;4;5;4;3;4;4;overall good
26/02/2025 06.14;Sukaraja;Male;55;10;4;5;4;4;4;4;4;5;4;4;4;4;4;overall good
05/02/2025 09.57;Babakan Madang;Female;28;8;4;4;4;4;4;3;3;5;3;3;4;3;4;overall good
07/02/2025 09.43;Ciawi;Male;49;3;4;4;4;5;5;4;5;5;5;4;3;4;4;overall good
28/02/2025 03.02;Ciawi;Female;47;9;4;4;4;4;4;4;4;4;4;5;3;3;4;overall good
02/02/2025 01.21;Babakan Madang;Male;64;5;4;4;3;4;4;3;4;3;4;3;4;4;3;overall good
11/02/2025 13.52;Leuwiliang;Female;37;5;4;4;4;4;4;4;5;4;4;4;4;4;4;overall good
04/02/2025 02.17;Sukaraja;Male;25;10;3;3;3;3;4;4;3;3;3;4;3;3;4;overall good
23/02/2025 22.00;Cijeruk;Female;24;0;4;4;3;3;2;3;3;4;3;3;3;4;4;improve ATM Service
21/02/2025 09.45;Bogor Barat;Male;39;7;3;3;4;4;3;3;3;2;3;3;4;3;3;improve Customer Service
19/02/2025 05.39;Bojonggede;Female;45;8;3;3;4;3;3;3;3;3;4;3;4;3;3;overall good
27/02/2025 04.19;Bogor Timur;Male;64;6;4;4;4;4;3;3;4;4;4;4;4;4;3;overall good
09/02/2025 15.56;Tanah Sareal;Female;62;0;3;4;4;3;3;4;4;4;3;4;4;3;4;overall good
01/02/2025 04.02;Cijeruk;Male;46;7;4;4;4;5;3;4;3;5;4;5;4;3;5;overall good
26/02/2025 19.44;Bogor Tengah;Female;40;10;5;4;4;4;4;5;4;3;4;4;4;4;5;overall good
08/02/2025 12.43;Leuwiliang;Male;35;10;4;4;4;4;4;4;4;5;5;4;5;4;4;overall good
06/02/2025 11.28;Cileungsi;Female;33;5;3;4;3;3;4;4;3;3;3;4;4;4;4;overall good
12/02/2025 16.23;Bogor Barat;Male;63;9;4;4;3;4;4;4;5;4;5;4;5;4;4;overall good
22/02/2025 16.08;Yasmin;Female;25;9;4;4;5;4;4;5;4;4;5;4;4;4;3;overall good
12/02/2025 21.08;Kemang;Male;64;7;4;4;3;5;4;4;4;3;4;4;3;4;3;overall good
03/02/2025 17.45;Bogor Barat;Female;46;9;4;3;3;2;4;3;3;4;3;3;2;3;3;improve Account Opening, Branch Cleanliness
28/02/2025 23.13;Tanah Sareal;Male;53;1;4;4;4;3;5;4;4;4;5;3;3;2;4;improve Staff Friendliness
12/02/2025 12.00;Ciomas;Female;57;8;4;4;3;4;5;4;4;3;4;4;4;4;4;overall good
11/02/2025 17.32;Dramaga;Male;30;4;4;4;4;3;5;3;4;3;5;4;3;4;4;overall good
21/02/2025 17.43;Gunung Putri;Female;40;9;4;4;4;4;5;3;5;4;4;4;4;4;3;overall good
19/02/2025 12.04;Cijeruk;Male;52;10;3;3;4;4;4;4;3;4;4;4;4;4;3;overall good
08/02/2025 05.51;Ciawi;Female;41;3;3;3;4;4;4;4;4;3;3;3;3;4;3;overall good
12/02/2025 16.44;Dramaga;Male;45;10;4;4;3;4;4;3;3;4;4;3;3;4;3;overall good
23/02/2025 11.27;Cibinong;Female;40;1;4;4;4;4;4;4;4;3;4;4;4;5;4;overall good
28/02/2025 01.17;Bogor Barat;Male;56;10;4;4;3;4;5;4;4;3;5;5;4;4;4;overall good
10/02/2025 20.54;Ciawi;Female;29;10;4;4;4;5;3;3;4;3;3;3;4;4;4;overall good
19/02/2025 00.20;Ciomas;Male;62;10;4;4;3;4;4;3;2;4;4;5;4;4;4;improve Internet Banking
03/02/2025 12.02;Bogor Timur;Female;55;7;4;3;4;5;4;5;4;4;4;3;3;3;4;overall good
04/02/2025 12.47;Cileungsi;Male;45;7;4;4;4;5;4;4;4;4;4;5;3;4;4;overall good
24/02/2025 06.32;Yasmin;Female;58;7;4;4;4;4;4;5;5;4;4;3;3;3;5;overall good
11/02/2025 06.46;Yasmin;Male;42;9;4;3;4;3;3;4;3;3;2;3;4;3;3;improve Loan Application
12/02/2025 18.38;Yasmin;Female;28;8;4;5;4;3;4;4;4;3;4;4;4;4;3;overall good
27/02/2025 19.13;Kemang;Male;34;7;3;4;3;4;3;3;3;3;3;4;3;5;4;overall good
15/02/2025 23.20;Ciomas;Female;39;10;4;5;3;3;3;4;3;4;5;4;4;4;4;overall good
23/02/2025 14.56;Cileungsi;Male;44;8;4;4;4;4;4;4;3;3;3;4;4;3;3;overall good
10/02/2025 20.39;Bogor Selatan;Female;51;2;3;4;3;3;3;3;3;3;3;3;3;3;4;overall good
08/02/2025 02.00;Bojonggede;Male;41;9;4;4;5;3;4;3;3;3;3;4;3;4;4;overall good
15/02/2025 07.55;Bogor Tengah;Female;37;8;4;4;4;3;4;3;3;3;5;4;5;4;3;overall good
28/02/2025 15.51;Tanah Sareal;Male;33;10;4;4;3;4;3;4;3;2;3;3;3;3;3;improve Customer Service
